"measure","dateTime","date","value","completeness","quality","qcode"
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-18T22:15:00","2000-01-18","0.484","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-19T22:30:00","2000-01-19","0.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-20T21:45:00","2000-01-20","0.431","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-21T22:15:00","2000-01-21","0.447","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-22T22:45:00","2000-01-22","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-23T14:45:00","2000-01-23","0.544","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-24T22:30:00","2000-01-24","0.522","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-25T22:45:00","2000-01-25","0.559","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-26T22:45:00","2000-01-26","0.425","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-27T22:45:00","2000-01-27","0.475","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-28T22:15:00","2000-01-28","0.465","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-29T12:30:00","2000-01-29","0.45","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-31T04:30:00","2000-01-31","0.406","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-01-31T21:30:00","2000-01-31","0.394","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-02T08:15:00","2000-02-02","0.366","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-02T15:00:00","2000-02-02","0.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-03T20:15:00","2000-02-03","0.403","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-05T06:45:00","2000-02-05","0.347","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-06T06:00:00","2000-02-06","0.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-06T21:45:00","2000-02-06","0.462","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-07T23:15:00","2000-02-07","0.397","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-08T13:15:00","2000-02-08","0.447","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-09T11:00:00","2000-02-09","0.303","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-11T02:45:00","2000-02-11","0.394","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-12T08:15:00","2000-02-12","0.381","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-12T13:30:00","2000-02-12","0.422","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-13T13:30:00","2000-02-13","0.316","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-15T02:45:00","2000-02-15","0.391","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-15T22:15:00","2000-02-15","0.384","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-16T17:45:00","2000-02-16","0.425","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-17T12:30:00","2000-02-17","0.415","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-19T03:15:00","2000-02-19","0.391","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-19T14:45:00","2000-02-19","0.337","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-21T08:30:00","2000-02-21","0.356","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-21T12:15:00","2000-02-21","0.406","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-23T07:45:00","2000-02-23","0.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-23T10:15:00","2000-02-23","0.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-25T08:45:00","2000-02-25","0.316","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-25T11:45:00","2000-02-25","0.344","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-27T07:45:00","2000-02-27","0.44","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-27T22:15:00","2000-02-27","0.481","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-28T10:45:00","2000-02-28","0.553","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-02-29T22:30:00","2000-02-29","0.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-01T23:15:00","2000-03-01","0.397","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-02T22:45:00","2000-03-02","0.553","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-04T08:15:00","2000-03-04","0.397","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-04T12:00:00","2000-03-04","0.415","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-06T08:45:00","2000-03-06","0.359","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-06T23:45:00","2000-03-06","0.394","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-08T07:30:00","2000-03-08","0.344","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-08T19:00:00","2000-03-08","0.397","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-09T13:45:00","2000-03-09","0.444","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-10T19:45:00","2000-03-10","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-12T07:15:00","2000-03-12","0.444","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-12T10:15:00","2000-03-12","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-14T07:45:00","2000-03-14","0.35","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-14T13:30:00","2000-03-14","0.425","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-15T13:30:00","2000-03-15","0.403","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-17T07:15:00","2000-03-17","0.378","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-18T01:15:00","2000-03-18","0.397","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-18T16:30:00","2000-03-18","0.309","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-20T08:45:00","2000-03-20","0.319","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-21T06:30:00","2000-03-21","0.331","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-22T02:15:00","2000-03-22","0.394","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-23T04:15:00","2000-03-23","0.359","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-24T08:00:00","2000-03-24","0.391","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-25T04:45:00","2000-03-25","0.419","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-26T08:15:00","2000-03-26","0.456","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-26T19:30:00","2000-03-26","0.475","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-28T03:30:00","2000-03-28","0.453","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-29T08:30:00","2000-03-29","0.394","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-30T07:45:00","2000-03-30","0.409","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-03-31T08:30:00","2000-03-31","0.431","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-01T05:45:00","2000-04-01","0.444","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-02T04:00:00","2000-04-02","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-03T08:45:00","2000-04-03","0.397","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-04T07:00:00","2000-04-04","0.769","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-04T09:00:00","2000-04-04","0.75","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-05T14:45:00","2000-04-05","0.7","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-06T16:15:00","2000-04-06","0.703","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-07T22:45:00","2000-04-07","0.64","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-08T22:30:00","2000-04-08","0.515","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-09T22:15:00","2000-04-09","0.519","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-11T08:15:00","2000-04-11","0.422","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-11T22:30:00","2000-04-11","0.506","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-12T22:30:00","2000-04-12","0.462","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-13T10:30:00","2000-04-13","0.694","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-14T22:15:00","2000-04-14","0.703","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-15T22:45:00","2000-04-15","0.65","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-16T22:45:00","2000-04-16","0.622","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-17T14:45:00","2000-04-17","0.7","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-18T18:15:00","2000-04-18","0.69","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-19T10:45:00","2000-04-19","0.84","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-20T20:15:00","2000-04-20","0.694","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-21T20:00:00","2000-04-21","0.694","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-22T19:15:00","2000-04-22","0.697","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-23T23:00:00","2000-04-23","0.662","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-24T22:15:00","2000-04-24","0.553","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-25T12:00:00","2000-04-25","0.694","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-26T11:15:00","2000-04-26","0.8","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-27T15:45:00","2000-04-27","0.7","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-28T23:00:00","2000-04-28","0.572","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-29T23:00:00","2000-04-29","0.553","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-04-30T23:30:00","2000-04-30","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-02T00:15:00","2000-05-02","0.462","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-03T08:15:00","2000-05-03","0.428","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-04T08:45:00","2000-05-04","0.503","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-04T21:15:00","2000-05-04","0.559","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-06T07:00:00","2000-05-06","0.415","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-07T08:30:00","2000-05-07","0.497","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-07T21:15:00","2000-05-07","0.519","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-09T08:30:00","2000-05-09","0.372","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-10T08:15:00","2000-05-10","0.419","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-11T08:30:00","2000-05-11","0.453","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-11T20:15:00","2000-05-11","0.462","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-13T04:00:00","2000-05-13","0.334","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-14T02:00:00","2000-05-14","0.362","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-15T04:00:00","2000-05-15","0.384","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-16T06:45:00","2000-05-16","0.409","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-17T08:30:00","2000-05-17","0.447","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-18T06:30:00","2000-05-18","0.459","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-18T22:45:00","2000-05-18","0.478","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-20T07:45:00","2000-05-20","0.381","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-21T08:45:00","2000-05-21","0.428","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-21T21:45:00","2000-05-21","0.462","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-23T08:30:00","2000-05-23","0.337","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-24T07:30:00","2000-05-24","0.372","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-25T08:15:00","2000-05-25","0.406","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-25T12:45:00","2000-05-25","0.419","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-27T07:00:00","2000-05-27","0.497","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-28T04:00:00","2000-05-28","0.89","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-29T00:30:00","2000-05-29","0.962","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-29T09:00:00","2000-05-29","0.822","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-31T08:45:00","2000-05-31","0.656","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-05-31T09:30:00","2000-05-31","0.706","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-01T22:00:00","2000-06-01","0.7","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-02T23:00:00","2000-06-02","0.622","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-03T13:15:00","2000-06-03","0.709","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-04T15:45:00","2000-06-04","0.694","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-05T11:30:00","2000-06-05","0.703","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-06T23:00:00","2000-06-06","0.653","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-07T15:15:00","2000-06-07","0.706","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-08T23:00:00","2000-06-08","0.628","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-09T22:45:00","2000-06-09","0.487","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-11T05:15:00","2000-06-11","0.456","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-12T07:30:00","2000-06-12","0.391","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/237cc814-f333-4b88-90d2-d020b085fa5c-level-max-86400-m-qualified","2000-06-13T08:00:00","2000-06-13","0.459","Complete","Good",""
